CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,RFM_String,RuleSegment,AvgBasketValue,AvgQtyPerInvoice,UniqueProducts,Tenure,PurchaseInterval,KMeans_Cluster,Hier_Cluster,DBSCAN_Cluster,Segment
13450,27,6,2043.7199999999998,4,5,4,13,454,Champions,340.62,27.91549295774648,32,218,36.333333333333336,1,0,0,Champions
13451,26,5,2976.15,4,4,5,13,445,Champions,595.23,4.851015801354402,315,334,66.8,1,1,0,Champions
13452,259,2,590.0,1,2,3,6,123,Others,295.0,1.0,1,271,135.5,0,0,0,At Risk (used to be loyal)
13453,166,2,356.97999999999996,2,2,2,6,222,Hibernating,178.48999999999998,7.882352941176471,16,290,145.0,0,0,0,At Risk (used to be loyal)
13455,25,2,1058.34,4,2,4,10,424,New / Promising,529.1700000000001,7.695652173913044,42,366,183.0,0,0,0,At Risk (used to be loyal)
13456,18,6,1766.72,4,5,4,13,454,Champions,294.4533333333333,12.142857142857142,43,207,34.5,1,1,0,Champions
13458,7,14,9646.57,5,5,5,15,555,Champions,689.0407142857142,14.418848167539267,242,360,25.714285714285715,1,1,0,Champions
13460,29,2,183.44,4,2,1,7,421,New / Promising,91.72,16.823529411764707,16,50,25.0,2,2,0,Need Attention
13461,39,3,1445.0,3,3,4,10,334,Need Attention,481.66666666666674,43.333333333333336,14,164,54.666666666666664,1,2,0,Champions
13462,253,1,151.5,1,1,1,3,111,Hibernating,151.5,6.888888888888889,9,253,253.0,0,0,0,At Risk (used to be loyal)
13464,58,1,674.68,3,1,3,7,313,Need Attention,674.6800000000001,9.829268292682928,41,58,58.0,2,2,0,Need Attention
13466,184,1,307.9,1,1,2,4,112,Hibernating,307.90000000000003,15.235294117647058,17,184,184.0,0,0,0,At Risk (used to be loyal)
13467,11,2,1083.71,5,2,4,11,524,New / Promising,541.855,5.898989898989899,89,36,18.0,2,2,0,Need Attention
13468,2,37,5704.97,5,5,5,15,555,Champions,154.18837837837836,8.572847682119205,184,373,10.08108108108108,1,1,0,Champions
13470,99,2,165.0,2,2,1,5,221,Hibernating,82.5,10.0,7,115,57.5,0,0,0,At Risk (used to be loyal)
13471,1,4,2531.58,5,4,5,14,545,Champions,632.895,6.115384615384615,214,47,11.75,1,1,-1,Champions
13473,61,2,422.64,3,2,2,7,322,Need Attention,211.32000000000002,12.666666666666666,21,333,166.5,0,0,0,At Risk (used to be loyal)
13474,236,1,229.59,1,1,1,3,111,Hibernating,229.59,2.0625,59,236,236.0,0,0,0,At Risk (used to be loyal)
13475,191,4,1431.78,1,4,4,9,144,At Risk,357.94500000000005,11.767441860465116,64,299,74.75,1,0,0,Champions
13476,179,2,1238.47,2,2,4,8,224,Others,619.235,7.189655172413793,56,281,140.5,0,0,0,At Risk (used to be loyal)
13477,38,6,1454.58,3,5,4,12,354,Loyal,242.43000000000004,12.924050632911392,57,292,48.666666666666664,1,1,0,Champions
13479,201,2,300.95,1,2,2,5,122,Hibernating,150.475,8.933333333333334,14,235,117.5,0,0,0,At Risk (used to be loyal)
13481,46,5,1804.56,3,4,4,11,344,Loyal,360.91200000000003,10.477064220183486,98,257,51.4,1,0,0,Champions
13482,232,1,184.64,1,1,1,3,111,Hibernating,184.64,10.545454545454545,11,232,232.0,0,0,0,At Risk (used to be loyal)
13483,66,1,140.34,3,1,1,5,311,Need Attention,140.34,16.0,10,66,66.0,2,2,0,Need Attention
13484,241,1,313.8,1,1,2,4,112,Hibernating,313.8,5.5,8,241,241.0,0,0,0,At Risk (used to be loyal)
13485,233,1,454.24,1,1,2,4,112,Hibernating,454.24,12.043478260869565,23,233,233.0,0,0,0,At Risk (used to be loyal)
13486,78,3,1122.41,2,3,4,9,234,Others,374.1366666666666,9.695652173913043,69,155,51.666666666666664,1,0,0,Champions
13487,58,3,575.4,3,3,3,9,333,Need Attention,191.80000000000004,7.794117647058823,26,353,117.66666666666667,0,0,0,At Risk (used to be loyal)
13488,17,13,8968.31,4,5,5,14,455,Champions,689.87,10.706161137440759,271,367,28.23076923076923,1,1,0,Champions
13489,105,4,449.52,2,4,2,8,242,At Risk,112.38,40.0,11,295,73.75,0,0,0,At Risk (used to be loyal)
13491,52,10,1215.82,3,5,4,12,354,Loyal,121.58199999999997,10.5,73,372,37.2,1,1,0,Champions
13492,136,3,1269.84,2,3,4,9,234,Others,423.28,8.16,38,215,71.66666666666667,0,0,0,At Risk (used to be loyal)
13493,275,2,618.63,1,2,3,6,123,Others,309.315,47.5,6,287,143.5,0,0,0,At Risk (used to be loyal)
13494,312,1,316.26000000000005,1,1,2,4,112,Hibernating,316.26000000000005,9.0,18,312,312.0,0,0,0,At Risk (used to be loyal)
13495,8,5,2044.8700000000001,5,4,4,13,544,Champions,408.974,17.270833333333332,34,368,73.6,1,0,0,Champions
13496,11,2,653.33,5,2,3,10,523,New / Promising,326.66499999999996,9.742857142857142,28,360,180.0,0,0,0,At Risk (used to be loyal)
13497,283,2,348.05,1,2,2,5,122,Hibernating,174.02499999999998,8.578947368421053,19,369,184.5,0,0,0,At Risk (used to be loyal)
13499,18,5,1159.11,4,4,4,12,444,Champions,231.82199999999997,32.5,31,270,54.0,1,0,0,Champions
13500,23,3,1166.77,4,3,4,11,434,Others,388.92333333333335,9.36923076923077,60,123,41.0,1,1,0,Champions
13501,288,1,1340.32,1,1,4,6,114,Others,1340.32,10.76923076923077,52,288,288.0,0,0,0,At Risk (used to be loyal)
13502,17,3,292.0,4,3,2,9,432,Others,97.33333333333331,14.666666666666666,17,324,108.0,0,0,0,At Risk (used to be loyal)
13503,71,1,216.85,3,1,1,5,311,Need Attention,216.85000000000002,14.588235294117647,17,71,71.0,2,2,0,Need Attention
13504,64,1,295.93,3,1,2,6,312,Need Attention,295.93000000000006,8.090909090909092,22,64,64.0,2,2,0,Need Attention
13505,73,4,4393.63,2,4,5,11,245,At Risk,1098.4075,11.56279069767442,182,233,58.25,1,1,0,Champions
13506,316,2,458.52,1,2,2,5,122,Hibernating,229.26,12.461538461538462,26,370,185.0,0,0,0,At Risk (used to be loyal)
13507,3,4,2479.16,5,4,5,14,545,Champions,619.79,9.858024691358025,146,146,36.5,1,1,0,Champions
13508,244,1,110.97,1,1,1,3,111,Hibernating,110.97000000000003,2.0,12,244,244.0,0,0,0,At Risk (used to be loyal)
13509,9,7,979.72,5,5,4,14,554,Champions,139.96,25.136363636363637,27,284,40.57142857142857,1,1,0,Champions
13510,1,4,1791.56,5,4,4,13,544,Champions,447.89,12.052173913043479,86,184,46.0,1,1,0,Champions
13512,261,1,251.21,1,1,2,4,112,Hibernating,251.20999999999998,9.533333333333333,15,261,261.0,0,0,0,At Risk (used to be loyal)
13513,127,1,205.1,2,1,1,4,211,Hibernating,205.09999999999997,10.9,10,127,127.0,0,2,0,At Risk (used to be loyal)
13514,74,1,152.20000000000002,2,1,1,4,211,Hibernating,152.20000000000002,10.0,4,74,74.0,0,2,0,At Risk (used to be loyal)
13515,73,4,891.12,2,4,3,9,243,At Risk,222.78,11.542372881355933,50,248,62.0,1,0,0,Champions
13516,21,3,1389.41,4,3,4,11,434,Others,463.13666666666677,22.386363636363637,43,239,79.66666666666667,1,0,0,Champions
13517,60,3,2128.42,3,3,5,11,335,Need Attention,709.4733333333334,9.709219858156029,125,180,60.0,1,1,0,Champions
13518,86,1,659.4399999999999,2,1,3,6,213,Others,659.4399999999998,10.31578947368421,36,86,86.0,2,2,0,Need Attention
13519,78,1,122.75,2,1,1,4,211,Hibernating,122.75,2.875,8,78,78.0,0,2,0,At Risk (used to be loyal)
13520,59,6,3624.35,3,5,5,13,355,Loyal,604.0583333333333,17.731182795698924,49,372,62.0,1,0,0,Champions
13521,1,3,1093.65,5,3,4,12,534,Others,364.55,1.688073394495413,313,10,3.3333333333333335,2,2,-1,Need Attention
13522,30,1,125.80000000000001,4,1,1,6,411,New / Promising,125.80000000000001,8.8,5,30,30.0,2,2,0,Need Attention
13523,33,5,3964.88,4,4,5,13,445,Champions,792.976,10.186046511627907,157,366,73.2,1,1,0,Champions
13524,41,5,680.1800000000001,3,4,3,10,343,Loyal,136.036,12.0,17,220,44.0,0,0,0,At Risk (used to be loyal)
13525,15,2,628.78,4,2,3,9,423,New / Promising,314.39,65.66666666666667,5,248,124.0,0,0,0,At Risk (used to be loyal)
13527,34,7,2287.51,3,5,5,13,355,Loyal,326.7871428571429,7.5874439461883405,153,327,46.714285714285715,1,1,0,Champions
13529,79,2,307.76,2,2,2,6,222,Hibernating,153.88,4.933333333333334,15,205,102.5,0,0,0,At Risk (used to be loyal)
13531,205,2,483.8,1,2,2,5,122,Hibernating,241.90000000000003,7.909090909090909,17,366,183.0,0,0,0,At Risk (used to be loyal)
13532,34,1,210.31,3,1,1,5,311,Need Attention,210.30999999999995,1.9545454545454546,66,34,34.0,2,2,0,Need Attention
13533,183,3,270.79,1,3,2,6,132,Others,90.26333333333334,2.6842105263157894,61,268,89.33333333333333,0,0,0,At Risk (used to be loyal)
13534,2,25,5870.08,5,5,5,15,555,Champions,234.8032,10.003378378378379,119,358,14.32,1,1,0,Champions
13536,1,7,3448.29,5,5,5,15,555,Champions,492.61285714285714,11.932960893854748,91,75,10.714285714285714,1,1,0,Champions
13538,43,7,1280.85,3,5,4,12,354,Loyal,182.97857142857146,7.0,10,316,45.142857142857146,1,1,0,Champions
13539,86,3,631.34,2,3,3,8,233,Others,210.4466666666667,8.64864864864865,35,309,103.0,0,0,0,At Risk (used to be loyal)
13544,40,2,291.41,3,2,2,7,322,Need Attention,145.70499999999998,1.4597701149425288,76,241,120.5,0,0,0,At Risk (used to be loyal)
13546,12,3,626.99,5,3,3,11,533,Others,208.99666666666667,3.663265306122449,72,201,67.0,1,1,0,Champions
13548,96,2,682.41,2,2,3,7,223,Others,341.20500000000004,3.556451612903226,114,244,122.0,0,0,0,At Risk (used to be loyal)
13549,26,7,918.2,4,5,3,12,453,Loyal,131.17142857142855,8.980392156862745,37,242,34.57142857142857,1,1,0,Champions
13551,319,1,91.80000000000001,1,1,1,3,111,Hibernating,91.80000000000001,3.0,4,319,319.0,0,0,0,At Risk (used to be loyal)
13552,66,12,3740.07,3,5,5,13,355,Loyal,311.67249999999996,13.0,82,316,26.333333333333332,1,1,0,Champions
13555,74,4,4149.28,2,4,5,11,245,At Risk,1037.3200000000002,19.558823529411764,128,202,50.5,1,1,0,Champions
13557,28,2,584.06,4,2,3,9,423,New / Promising,292.03,16.058823529411764,31,281,140.5,0,0,0,At Risk (used to be loyal)
13558,6,4,605.06,5,4,3,12,543,Loyal,151.265,1.9657142857142857,123,68,17.0,2,1,0,Need Attention
13560,7,1,174.37,5,1,1,7,511,New / Promising,174.36999999999998,1.9393939393939394,32,7,7.0,2,2,0,Need Attention
13561,216,1,141.85999999999999,1,1,1,3,111,Hibernating,141.86,5.928571428571429,14,216,216.0,0,0,0,At Risk (used to be loyal)
13562,82,3,1799.33,2,3,4,9,234,Others,599.7766666666666,9.231707317073171,50,246,82.0,1,0,0,Champions
13563,84,2,777.53,2,2,3,7,223,Others,388.765,4.26530612244898,49,140,70.0,0,0,0,At Risk (used to be loyal)
13564,144,3,1749.02,2,3,4,9,234,Others,583.0066666666668,7.963855421686747,68,368,122.66666666666667,1,0,0,Champions
13565,19,2,240.22,4,2,1,7,421,New / Promising,120.11,4.526315789473684,35,334,167.0,0,0,0,At Risk (used to be loyal)
13566,41,2,874.71,3,2,3,8,323,Need Attention,437.355,3.2670454545454546,134,83,41.5,2,2,0,Need Attention
13568,173,1,192.85,2,1,1,4,211,Hibernating,192.85,1.5909090909090908,41,173,173.0,0,0,0,At Risk (used to be loyal)
13569,17,2,373.75,4,2,2,8,422,New / Promising,186.87499999999997,1.9294117647058824,73,368,184.0,0,0,0,At Risk (used to be loyal)
13570,243,1,239.49,1,1,1,3,111,Hibernating,239.49000000000004,5.962962962962963,27,243,243.0,0,0,0,At Risk (used to be loyal)
13571,13,12,2092.32,5,5,5,15,555,Champions,174.35999999999999,5.158357771260997,157,254,21.166666666666668,1,1,0,Champions
13572,206,1,1384.25,1,1,4,6,114,Others,1384.2499999999998,16.181818181818183,32,206,206.0,0,0,0,At Risk (used to be loyal)
13573,50,2,294.4,3,2,2,7,322,Need Attention,147.2,11.653846153846153,24,253,126.5,0,0,0,At Risk (used to be loyal)
13575,23,5,732.0699999999999,4,4,3,11,443,Loyal,146.41400000000002,9.76086956521739,41,176,35.2,1,1,0,Champions
13576,10,18,6717.34,5,5,5,15,555,Champions,373.18555555555554,21.0,78,373,20.72222222222222,1,1,0,Champions
13577,25,4,1687.6000000000001,4,4,4,12,444,Champions,421.90000000000003,9.53012048192771,61,242,60.5,1,0,0,Champions
13579,15,2,467.04,4,2,2,8,422,New / Promising,233.52000000000004,7.6521739130434785,19,369,184.5,0,0,0,At Risk (used to be loyal)
13581,309,1,118.0,1,1,1,3,111,Hibernating,118.0,3.0,10,309,309.0,0,0,0,At Risk (used to be loyal)
13583,156,1,781.03,2,1,3,6,213,Others,781.03,13.679245283018869,53,156,156.0,0,2,0,At Risk (used to be loyal)
13584,307,1,142.4,1,1,1,3,111,Hibernating,142.4,1.5416666666666667,24,307,307.0,0,0,0,At Risk (used to be loyal)
13587,64,1,712.4,3,1,3,7,313,Need Attention,712.4,22.5,8,64,64.0,2,2,0,Need Attention
13588,16,9,2478.95,4,5,5,14,455,Champions,275.43888888888887,14.977011494252874,131,255,28.333333333333332,1,1,0,Champions
13589,15,2,379.65,4,2,2,8,422,New / Promising,189.82500000000002,5.428571428571429,21,180,90.0,0,0,0,At Risk (used to be loyal)
13590,11,6,1981.92,5,5,4,14,554,Champions,330.3199999999999,21.24137931034483,70,303,50.5,1,1,0,Champions
13591,65,3,1117.13,3,3,4,10,334,Need Attention,372.37666666666655,8.362068965517242,56,267,89.0,1,0,0,Champions
13592,36,4,247.95999999999998,3,4,1,8,341,Loyal,61.989999999999995,5.25,15,264,66.0,0,1,0,At Risk (used to be loyal)
13593,108,5,2037.0800000000002,2,4,4,10,244,At Risk,407.41600000000005,5.7109375,77,336,67.2,1,0,0,Champions
13594,53,1,396.97,3,1,2,6,312,Need Attention,396.97,13.807692307692308,26,53,53.0,2,2,0,Need Attention
13596,6,2,697.04,5,2,3,10,523,New / Promising,348.52000000000004,2.4457831325301207,133,13,6.5,2,2,-1,Need Attention
13598,47,1,180.17000000000002,3,1,1,5,311,Need Attention,180.17000000000002,1.45,33,47,47.0,2,2,0,Need Attention
13599,1,21,5153.67,5,5,5,15,555,Champions,245.41285714285715,13.336032388663968,171,367,17.476190476190474,1,1,0,Champions
13600,312,1,219.52,1,1,1,3,111,Hibernating,219.51999999999998,17.05263157894737,19,312,312.0,0,0,0,At Risk (used to be loyal)
13601,45,2,693.32,3,2,3,8,323,Need Attention,346.66,5.5353535353535355,90,211,105.5,0,0,0,At Risk (used to be loyal)
13602,65,1,428.89,3,1,2,6,312,Need Attention,428.89,11.608695652173912,23,65,65.0,2,2,0,Need Attention
13603,26,1,164.34,4,1,1,6,411,New / Promising,164.34,6.074074074074074,27,26,26.0,2,2,0,Need Attention
13606,29,3,280.53999999999996,4,3,2,9,432,Others,93.51333333333332,6.488372093023256,40,312,104.0,0,0,0,At Risk (used to be loyal)
13607,40,1,678.01,3,1,3,7,313,Need Attention,678.0100000000001,2.9591836734693877,93,40,40.0,2,2,0,Need Attention
13610,12,7,1131.88,5,5,4,14,554,Champions,161.69714285714286,2.2831858407079646,165,285,40.714285714285715,1,1,0,Champions
13611,89,3,1171.8,2,3,4,9,234,Others,390.5999999999999,10.35135135135135,67,360,120.0,0,0,0,At Risk (used to be loyal)
13614,24,4,1610.46,4,4,4,12,444,Champions,402.615,2.8358208955223883,171,331,82.75,1,1,0,Champions
13615,319,1,417.69,1,1,2,4,112,Hibernating,417.6900000000001,8.217391304347826,23,319,319.0,0,0,0,At Risk (used to be loyal)
13617,40,3,544.18,3,3,3,9,333,Need Attention,181.39333333333335,6.818181818181818,31,180,60.0,0,0,0,At Risk (used to be loyal)
13618,174,1,177.34,2,1,1,4,211,Hibernating,177.34,18.923076923076923,13,174,174.0,0,0,0,At Risk (used to be loyal)
13621,117,1,213.85,2,1,1,4,211,Hibernating,213.85,18.05263157894737,19,117,117.0,0,2,0,At Risk (used to be loyal)
13623,31,5,747.78,4,4,3,11,443,Loyal,149.556,3.6296296296296298,75,297,59.4,1,0,0,Champions
13626,253,1,257.23,1,1,2,4,112,Hibernating,257.22999999999996,11.0,19,253,253.0,0,0,0,At Risk (used to be loyal)
13627,59,5,1638.47,3,4,4,11,344,Loyal,327.694,13.793478260869565,84,358,71.6,1,0,0,Champions
13629,23,11,7792.36,4,5,5,14,455,Champions,708.3963636363637,74.10169491525424,28,339,30.818181818181817,1,0,0,Champions
13630,5,7,2031.78,5,5,4,14,554,Champions,290.25428571428574,19.591549295774648,51,286,40.857142857142854,1,1,0,Champions
13631,100,11,3070.42,2,5,5,12,255,At Risk,279.1290909090909,42.45454545454545,6,267,24.272727272727273,1,0,0,Champions
13632,25,5,2121.27,4,4,5,13,445,Champions,424.254,7.102739726027397,121,243,48.6,1,0,0,Champions
13634,33,5,1575.16,4,4,4,12,444,Champions,315.032,3.74468085106383,156,327,65.4,1,1,0,Champions
13635,68,1,1071.03,3,1,4,8,314,Need Attention,1071.03,10.919354838709678,62,68,68.0,2,2,0,Need Attention
13636,37,5,949.12,3,4,4,11,344,Loyal,189.824,9.396825396825397,57,285,57.0,1,1,0,Champions
13637,52,3,810.5,3,3,3,9,333,Need Attention,270.1666666666667,4.0495049504950495,79,226,75.33333333333333,1,0,0,Champions
13638,16,1,122.64,4,1,1,6,411,New / Promising,122.64,11.625,8,16,16.0,2,2,0,Need Attention
13639,74,1,1033.34,2,1,4,7,214,Others,1033.3400000000001,20.0,39,74,74.0,2,2,0,Need Attention
13642,216,1,354.8,1,1,2,4,112,Hibernating,354.8,2.621212121212121,57,216,216.0,0,0,0,At Risk (used to be loyal)
13643,31,3,519.44,4,3,3,10,433,Others,173.14666666666668,9.75,24,186,62.0,0,0,0,At Risk (used to be loyal)
13644,16,4,2624.26,4,4,5,13,445,Champions,656.065,14.157534246575343,144,106,26.5,1,1,0,Champions
13645,120,1,252.1,2,1,2,5,212,Hibernating,252.1,31.6,5,120,120.0,0,2,0,At Risk (used to be loyal)
13647,10,4,1678.1200000000001,5,4,4,13,544,Champions,419.53000000000003,11.329113924050633,65,235,58.75,1,0,0,Champions
13649,257,2,346.6,1,2,2,5,122,Hibernating,173.3,6.043478260869565,23,366,183.0,0,0,0,At Risk (used to be loyal)
13650,17,6,1836.34,4,5,4,13,454,Champions,306.0566666666667,9.604166666666666,79,268,44.666666666666664,1,1,0,Champions
13651,35,2,94.2,3,2,1,6,321,Need Attention,47.1,5.5,6,40,20.0,2,2,0,Need Attention
13652,46,3,1095.08,3,3,4,10,334,Need Attention,365.02666666666664,9.174603174603174,48,369,123.0,0,0,0,At Risk (used to be loyal)
13654,43,6,2707.33,3,5,5,13,355,Loyal,451.22166666666664,13.144578313253012,157,273,45.5,1,1,0,Champions
13655,114,2,932.97,2,2,3,7,223,Others,466.485,10.803571428571429,52,242,121.0,0,0,0,At Risk (used to be loyal)
13656,165,2,379.65,2,2,2,6,222,Hibernating,189.82500000000002,10.0,49,337,168.5,0,0,0,At Risk (used to be loyal)
13657,11,2,382.14,5,2,2,9,522,New / Promising,191.07,13.0625,16,202,101.0,0,0,0,At Risk (used to be loyal)
13658,10,5,2639.17,5,4,5,14,545,Champions,527.8340000000001,9.435185185185185,91,204,40.8,1,1,0,Champions
13659,206,2,1573.2,1,2,4,7,124,Others,786.5999999999999,8.596153846153847,92,321,160.5,0,0,0,At Risk (used to be loyal)
13662,86,3,897.76,2,3,3,8,233,Others,299.25333333333333,10.245283018867925,50,259,86.33333333333333,0,0,0,At Risk (used to be loyal)
13663,179,1,189.47,2,1,1,4,211,Hibernating,189.46999999999997,7.0,13,179,179.0,0,2,0,At Risk (used to be loyal)
13666,60,3,84.65,3,3,1,7,331,Need Attention,28.21666666666667,3.4166666666666665,12,287,95.66666666666667,0,0,-1,At Risk (used to be loyal)
13667,149,1,305.02,2,1,2,5,212,Hibernating,305.0199999999999,1.7701149425287357,82,149,149.0,0,0,0,At Risk (used to be loyal)
13668,3,21,6363.59,5,5,5,15,555,Champions,303.02809523809526,7.961702127659574,284,363,17.285714285714285,1,1,0,Champions
13669,51,2,218.55,3,2,1,6,321,Need Attention,109.275,26.333333333333332,9,150,75.0,0,0,0,At Risk (used to be loyal)
13670,75,1,349.7,2,1,2,5,212,Hibernating,349.7,11.28,25,75,75.0,2,2,0,Need Attention
13672,301,2,186.39000000000001,1,2,1,4,121,Hibernating,93.195,9.5,4,332,166.0,0,0,0,At Risk (used to be loyal)
13673,19,2,396.92,4,2,2,8,422,New / Promising,198.45999999999998,1.8307692307692307,47,32,16.0,2,2,0,Need Attention
13675,151,2,486.82000000000005,2,2,2,6,222,Hibernating,243.41000000000003,13.2,25,285,142.5,0,0,0,At Risk (used to be loyal)
13678,152,1,232.6,2,1,1,4,211,Hibernating,232.6,57.75,16,152,152.0,0,2,0,At Risk (used to be loyal)
13680,1,4,3722.42,5,4,5,14,545,Champions,930.605,9.928205128205128,164,339,84.75,1,1,0,Champions
13681,18,4,827.83,4,4,3,11,443,Loyal,206.9575,6.315789473684211,37,155,38.75,1,1,0,Champions
13682,187,1,59.5,1,1,1,3,111,Hibernating,59.5,3.3333333333333335,3,187,187.0,0,0,0,At Risk (used to be loyal)
13684,286,1,67.23,1,1,1,3,111,Hibernating,67.23,1.3,29,286,286.0,0,0,0,At Risk (used to be loyal)
13685,3,7,3119.44,5,5,5,15,555,Champions,445.63428571428574,129.64102564102564,29,60,8.571428571428571,1,2,-1,Champions
13686,183,1,72.0,1,1,1,3,111,Hibernating,72.0,8.75,8,183,183.0,0,0,0,At Risk (used to be loyal)
13689,63,1,910.0,3,1,3,7,313,Need Attention,910.0,85.33333333333333,6,63,63.0,2,0,-1,Need Attention
13690,59,1,172.25,3,1,1,5,311,Need Attention,172.25,7.444444444444445,9,59,59.0,2,2,0,Need Attention
13692,25,3,1488.32,4,3,4,11,434,Others,496.1066666666666,23.132075471698112,48,236,78.66666666666667,1,0,0,Champions
13694,4,50,65039.62,5,5,5,15,555,Champions,1300.7923999999998,111.46478873239437,366,374,7.48,1,1,-1,Champions
13695,31,15,2504.13,4,5,5,14,455,Champions,166.942,17.81111111111111,46,260,17.333333333333332,1,1,0,Champions
13697,39,1,151.29999999999998,3,1,1,5,311,Need Attention,151.3,14.75,12,39,39.0,2,2,0,Need Attention
13699,155,1,308.58000000000004,2,1,2,5,212,Hibernating,308.58,4.714285714285714,14,155,155.0,0,0,0,At Risk (used to be loyal)
13700,26,10,2265.12,4,5,5,14,455,Champions,226.512,11.695431472081218,139,327,32.7,1,1,0,Champions
13703,318,1,99.5,1,1,1,3,111,Hibernating,99.5,10.0,1,318,318.0,0,0,0,At Risk (used to be loyal)
13704,5,9,2308.06,5,5,5,15,555,Champions,256.4511111111112,11.425373134328359,111,88,9.777777777777779,1,1,0,Champions
13705,8,3,711.86,5,3,3,11,533,Others,237.28666666666666,12.964285714285714,25,374,124.66666666666667,0,0,0,At Risk (used to be loyal)
13706,303,1,330.79,1,1,2,4,112,Hibernating,330.79,9.45,20,303,303.0,0,0,0,At Risk (used to be loyal)
13707,267,2,806.41,1,2,3,6,123,Others,403.205,7.3125,48,315,157.5,0,0,0,At Risk (used to be loyal)
13708,271,1,296.88,1,1,2,4,112,Hibernating,296.88,6.0,49,271,271.0,0,0,0,At Risk (used to be loyal)
13709,4,13,6328.05,5,5,5,15,555,Champions,486.7730769230769,10.464285714285714,244,315,24.23076923076923,1,1,0,Champions
13710,32,1,180.48,4,1,1,6,411,New / Promising,180.48,22.0,8,32,32.0,2,2,0,Need Attention
13711,219,2,252.06,1,2,2,5,122,Hibernating,126.03000000000002,10.76923076923077,11,219,109.5,0,0,0,At Risk (used to be loyal)
13712,247,1,228.84,1,1,1,3,111,Hibernating,228.83999999999997,35.2,10,247,247.0,0,0,0,At Risk (used to be loyal)
13715,281,5,1079.34,1,4,4,9,144,At Risk,215.86800000000002,5.3619047619047615,89,373,74.6,0,0,0,At Risk (used to be loyal)
13716,269,1,138.28,1,1,1,3,111,Hibernating,138.28,6.571428571428571,21,269,269.0,0,0,0,At Risk (used to be loyal)
13717,32,6,1445.01,4,5,4,13,454,Champions,240.83500000000004,19.205882352941178,92,298,49.666666666666664,1,1,0,Champions
13718,246,2,306.55,1,2,2,5,122,Hibernating,153.275,14.416666666666666,9,296,148.0,0,0,0,At Risk (used to be loyal)
13719,15,5,1041.68,4,4,4,12,444,Champions,208.336,10.15,56,234,46.8,1,1,0,Champions
13720,117,4,799.9,2,4,3,9,243,At Risk,199.975,11.651162790697674,42,255,63.75,0,0,0,At Risk (used to be loyal)
13721,36,1,524.14,3,1,3,7,313,Need Attention,524.1400000000001,11.285714285714286,28,36,36.0,2,2,0,Need Attention
13722,132,3,2375.41,2,3,5,10,235,Others,791.8033333333333,16.48235294117647,75,283,94.33333333333333,1,0,0,Champions
13723,217,1,199.85000000000002,1,1,1,3,111,Hibernating,199.85000000000002,7.166666666666667,6,217,217.0,0,0,0,At Risk (used to be loyal)
13725,50,8,1980.56,3,5,4,12,354,Loyal,247.57,7.75,95,309,38.625,1,1,0,Champions
13726,39,2,1079.6599999999999,3,2,4,9,324,Need Attention,539.8299999999999,25.095238095238095,39,101,50.5,2,1,0,Need Attention
13727,29,2,333.48,4,2,2,8,422,New / Promising,166.74,8.1,19,34,17.0,2,1,0,Need Attention
13728,37,6,1016.14,3,5,4,12,354,Loyal,169.35666666666668,7.26984126984127,38,311,51.833333333333336,1,1,0,Champions
13730,136,2,752.6,2,2,3,7,223,Others,376.3,11.348837209302326,38,162,81.0,0,0,0,At Risk (used to be loyal)
13731,219,2,610.59,1,2,3,6,123,Others,305.295,7.315789473684211,36,247,123.5,0,0,0,At Risk (used to be loyal)
13732,28,1,491.86,4,1,3,8,413,New / Promising,491.86000000000007,15.090909090909092,33,28,28.0,2,2,0,Need Attention
13735,25,4,2885.2400000000002,4,4,5,13,445,Champions,721.3099999999998,5.76530612244898,158,234,58.5,1,1,0,Champions
13736,5,2,731.9,5,2,3,10,523,New / Promising,365.94999999999993,2.602094240837696,166,260,130.0,1,1,0,Champions
13737,200,1,339.59999999999997,1,1,2,4,112,Hibernating,339.6,4.166666666666667,29,200,200.0,0,0,0,At Risk (used to be loyal)
13739,18,1,216.9,4,1,1,6,411,New / Promising,216.9,18.0,3,18,18.0,2,2,0,Need Attention
13740,241,1,350.75,1,1,2,4,112,Hibernating,350.75,18.47826086956522,23,241,241.0,0,0,0,At Risk (used to be loyal)
13741,72,3,668.4300000000001,3,3,3,9,333,Need Attention,222.81000000000003,6.411764705882353,34,217,72.33333333333333,0,0,0,At Risk (used to be loyal)
13742,17,12,3131.02,4,5,5,14,455,Champions,260.9183333333333,3.501557632398754,200,320,26.666666666666668,1,1,0,Champions
13743,3,7,1341.6,5,5,4,14,554,Champions,191.65714285714284,43.31707317073171,8,259,37.0,1,0,0,Champions
13744,95,2,1156.36,2,2,4,8,224,Others,578.18,17.34722222222222,54,292,146.0,0,0,0,At Risk (used to be loyal)
13745,162,1,300.04,2,1,2,5,212,Hibernating,300.03999999999996,19.84,25,162,162.0,0,0,0,At Risk (used to be loyal)
13747,374,1,79.6,1,1,1,3,111,Hibernating,79.6,8.0,1,374,374.0,0,0,0,At Risk (used to be loyal)
13748,96,5,948.25,2,4,4,10,244,At Risk,189.64999999999998,15.678571428571429,24,374,74.8,0,0,0,At Risk (used to be loyal)
13750,54,5,1647.26,3,4,4,11,344,Loyal,329.452,21.5,20,337,67.4,1,0,0,Champions
